salesdate,productid,region,freeship,discount,itemssold
10/17/2024,188,e,0,9.256,53
10/17/2024,230,c,0,3.466,58
10/17/2024,258,b,1,1.362,114
10/17/2024,56,d,1,8.15,98
10/17/2024,270,b,0,4.627,214
10/17/2024,122,c,1,6.565,102
10/17/2024,295,a,1,1.67,87
10/17/2024,105,a,1,9.404,53
10/17/2024,232,c,1,9.059,175
10/17/2024,208,c,1,5.369,102
10/17/2024,194,a,0,9.532,34
10/17/2024,140,e,1,2.456,140
10/17/2024,236,c,0,1.171,1
10/17/2024,150,c,1,1.385,138
10/17/2024,97,a,1,8.439,190
10/18/2024,262,d,0,4.214,17
10/18/2024,80,d,1,2.635,142
10/18/2024,140,e,1,8.464,194
10/18/2024,278,a,1,0.091,127
10/18/2024,289,a,1,8.568,108
10/18/2024,232,d,0,7.627,43
10/18/2024,79,c,0,8.351,192
10/18/2024,248,e,0,6.782,209
10/18/2024,188,c,0,0.756,69
10/18/2024,126,e,1,9.648,19
10/18/2024,73,d,1,1.617,71
10/18/2024,134,d,0,6.114,29
10/18/2024,273,c,1,7.524,149
10/18/2024,72,c,0,4.709,183
10/18/2024,42,b,0,6.122,1
10/18/2024,282,c,0,5.734,151
10/18/2024,280,c,1,2.01,158
10/18/2024,44,c,0,2.494,72
10/18/2024,121,a,1,1.465,168
10/18/2024,242,a,1,4.718,84
10/18/2024,109,a,1,8.278,182
10/18/2024,242,b,0,9.809,183
10/18/2024,63,e,0,9.823,211
10/18/2024,158,e,1,3.702,77
10/18/2024,192,b,0,9.991,22
10/18/2024,131,a,0,9.988,167
10/18/2024,224,d,1,3.203,121
10/18/2024,95,b,0,3.703,48
10/18/2024,96,a,0,2.239,35
10/18/2024,88,b,0,6.62,131
10/18/2024,117,d,1,2.832,188
10/18/2024,53,d,0,2.869,35
10/18/2024,200,d,1,2.526,45
10/18/2024,69,b,0,5.14,187
10/18/2024,142,a,0,4.645,128
10/18/2024,251,c,0,7.835,31
10/18/2024,121,a,0,4.103,178
10/18/2024,161,d,1,2.146,144
10/18/2024,112,d,0,9.671,7
10/18/2024,142,e,1,8.334,76
10/18/2024,210,a,1,2.48,116
10/18/2024,261,a,1,3.082,35
10/18/2024,59,d,1,0.48,207
10/18/2024,69,d,1,7.099,207
10/18/2024,31,a,0,2.87,19
10/18/2024,246,b,1,1.884,199
10/18/2024,163,a,0,0.742,10
10/18/2024,48,e,0,3.42,161
10/18/2024,156,e,0,7.658,96
10/18/2024,212,b,0,5.782,133
10/18/2024,57,b,0,6.614,211
10/18/2024,224,e,0,5.838,216
10/18/2024,150,c,1,3.073,110
10/18/2024,295,e,1,1.011,45
10/18/2024,277,e,0,0.484,188
10/18/2024,215,b,1,0.729,196
10/18/2024,126,a,1,8.699,182
10/18/2024,203,b,0,3.522,158
10/18/2024,93,a,1,1.737,199
10/18/2024,75,d,1,5.917,125
10/18/2024,96,d,0,5.169,216
10/18/2024,148,c,0,1.141,64
10/18/2024,77,b,1,9.76,52
10/18/2024,194,a,0,5.888,164
10/18/2024,47,d,1,8.09,220
10/18/2024,246,d,0,3.058,81
10/18/2024,54,d,0,1.162,115
10/18/2024,136,c,0,2.847,36
10/18/2024,157,b,0,1.305,24
10/18/2024,115,b,1,5.15,8
10/18/2024,121,e,1,0.187,198
10/18/2024,181,c,1,3.475,83
10/18/2024,34,a,0,4.428,36
10/18/2024,262,c,1,2.023,49
10/18/2024,180,e,0,8.122,180
10/18/2024,49,b,0,1.866,42
10/18/2024,214,b,0,9.185,178
10/18/2024,259,a,0,3.396,29
10/18/2024,26,d,1,6.42,115
10/18/2024,195,e,0,2.518,45
10/18/2024,245,d,1,7.847,137
10/18/2024,153,c,0,4.826,27
10/18/2024,163,d,0,9.767,123
10/18/2024,205,b,1,3.127,143
10/18/2024,164,a,0,9.084,206
10/18/2024,233,c,0,3.709,37
10/18/2024,96,a,1,5.763,122
10/18/2024,126,e,0,0.567,13
10/18/2024,38,d,0,8.55,182
10/18/2024,94,e,1,6.001,81
10/18/2024,94,b,1,9.434,207
10/18/2024,86,e,0,6.159,133
10/18/2024,134,c,1,8.267,182
10/18/2024,144,a,1,1.948,38
10/18/2024,122,e,0,3.934,106
10/18/2024,51,e,1,5.898,219
10/18/2024,169,c,0,0.336,86
10/18/2024,287,c,0,5.426,141
10/18/2024,126,d,0,4.238,30
10/18/2024,49,e,1,0.387,92
10/18/2024,88,a,1,4.066,187
10/18/2024,56,a,1,6.195,106
10/18/2024,249,e,1,2.024,174
10/18/2024,42,c,1,9.775,161
10/18/2024,208,e,1,0.341,86
10/18/2024,219,b,1,0.935,220
10/18/2024,283,b,0,0.714,204
10/18/2024,168,c,0,2.177,24
10/18/2024,60,a,1,1.044,101
10/18/2024,294,e,1,2.87,138
10/18/2024,115,b,0,6.409,22
10/18/2024,227,e,1,3.939,202
10/18/2024,155,a,0,0.559,112
10/18/2024,91,e,0,5.172,68
10/18/2024,228,a,1,1.6,118
10/18/2024,288,e,1,9.648,23
10/18/2024,40,d,1,0.243,18
10/18/2024,176,a,1,9.174,164
10/18/2024,121,c,1,6.97,9
10/18/2024,189,b,0,6.176,70
10/18/2024,155,d,1,0.013,40
10/18/2024,158,d,0,7.122,144
10/18/2024,206,c,1,6.542,95
10/18/2024,299,d,1,2.74,80
10/18/2024,59,d,1,6.446,50
10/18/2024,82,b,1,3.056,94
10/18/2024,118,e,0,9.94,199
10/18/2024,158,c,0,7.989,51
10/18/2024,82,c,1,1.426,34
10/18/2024,48,a,0,2.208,82
10/18/2024,49,a,0,1.629,68
10/18/2024,85,b,0,3.422,71
10/18/2024,274,c,0,7.883,134
10/18/2024,81,b,1,0.207,140
10/18/2024,38,b,1,5.099,170
10/18/2024,293,b,0,6.899,79
10/18/2024,237,b,0,2.755,79
10/18/2024,83,e,1,5.475,160
10/18/2024,149,d,0,7.784,28
10/18/2024,37,a,0,4.741,103
10/18/2024,51,a,1,7.431,65
10/18/2024,206,a,1,3.368,154
10/18/2024,243,b,0,4.979,147
10/18/2024,60,c,0,3.733,132
10/18/2024,282,a,0,6.518,13
10/18/2024,99,d,1,2.297,174
10/18/2024,178,b,1,0.883,51
10/18/2024,156,a,1,1.85,27
10/18/2024,255,c,0,5.094,73
10/18/2024,112,b,0,2.213,79
10/18/2024,184,e,0,8.43,181
10/18/2024,86,b,0,5.365,123
10/18/2024,96,c,1,2.043,74
10/18/2024,98,c,1,6.725,185
10/18/2024,98,d,1,6.557,40
10/18/2024,196,b,1,6.85,174
10/18/2024,91,b,0,6.358,126
10/18/2024,215,d,1,9.189,44
10/18/2024,55,a,0,6.39,192
10/18/2024,296,a,1,5.967,67
10/18/2024,35,b,1,1.063,50
10/18/2024,273,c,1,1.785,121
10/18/2024,269,c,0,8.794,9
10/18/2024,177,c,1,1.696,82
10/18/2024,32,a,1,2.357,128
10/18/2024,147,b,0,3.189,34
10/18/2024,165,a,1,8.246,156
10/18/2024,175,b,0,5.517,197
10/18/2024,82,e,0,3.092,128
10/18/2024,43,a,1,6.488,194
10/18/2024,24,d,1,1.051,87
10/18/2024,150,c,0,7.093,38
10/18/2024,157,b,0,1.823,23
10/18/2024,176,c,0,5.567,116
10/18/2024,115,b,1,5.752,18
10/18/2024,100,d,0,7.036,95
10/18/2024,65,d,0,1.071,189
10/18/2024,95,c,0,0.332,64
10/18/2024,155,d,1,7.018,119
10/18/2024,55,a,1,5.589,33
10/18/2024,64,c,1,9.189,129
10/18/2024,296,a,0,8.266,159
10/18/2024,162,d,0,8.507,4
10/18/2024,31,e,1,7.923,112
10/18/2024,256,b,1,8.413,191
10/18/2024,255,e,1,2.666,75
10/18/2024,203,c,1,7.127,165
10/18/2024,76,e,0,5.023,128
10/18/2024,231,b,0,2.484,109
10/18/2024,156,a,0,9.251,126
10/18/2024,50,b,1,3.546,109
10/18/2024,251,d,1,6.946,112
10/18/2024,82,b,0,3.162,67
10/18/2024,43,e,0,2.711,186
10/18/2024,264,b,0,6.525,164
10/18/2024,210,b,1,8.235,43
10/18/2024,75,a,1,3.394,11
10/18/2024,149,b,0,9.866,188
10/18/2024,279,e,0,5.14,44
10/18/2024,99,b,0,9.241,163
10/18/2024,212,e,1,6.749,203
10/18/2024,127,d,0,0.243,210
10/18/2024,104,a,0,7.553,94
10/18/2024,292,e,0,8.13,210
10/18/2024,123,e,0,4.699,46
10/18/2024,42,b,1,3.642,186
10/18/2024,76,b,1,9.034,71
10/18/2024,186,b,0,3.187,181
10/18/2024,146,c,1,9.113,118
10/18/2024,127,d,1,0.738,78
10/18/2024,40,c,1,3.162,116
10/18/2024,228,e,1,7.158,35
10/18/2024,294,e,1,2.3,37
10/18/2024,199,c,0,2.18,56
10/18/2024,204,b,1,5.381,137
10/18/2024,63,a,1,5.932,101
10/18/2024,225,b,1,4.83,199
10/18/2024,271,e,1,0.197,106
10/18/2024,276,e,0,9.709,189
10/18/2024,182,b,0,1.438,186
10/18/2024,137,c,1,7.91,34
10/18/2024,93,a,1,8.981,217
10/18/2024,271,e,0,3.703,33
10/18/2024,214,c,0,7.283,188
10/18/2024,107,c,0,4.845,204
10/18/2024,42,e,1,0.228,21
10/18/2024,127,d,0,4.799,160
10/18/2024,268,a,0,9.226,83
10/18/2024,38,c,1,7.828,23
10/18/2024,284,a,0,9.496,108
10/18/2024,27,a,0,1.168,21
10/18/2024,211,b,0,8.755,199
10/18/2024,275,d,1,7.651,89
10/18/2024,264,a,0,6.099,199
10/18/2024,135,e,1,9.928,9
10/18/2024,55,e,0,8.944,40
10/18/2024,62,d,0,2.928,137
10/18/2024,83,b,1,4.18,17
10/18/2024,155,e,1,0.614,205
10/18/2024,220,c,0,4.726,77
10/18/2024,117,c,0,8.117,197
10/18/2024,267,c,0,9.181,67
10/18/2024,138,d,0,4.955,186
10/18/2024,266,a,0,8.363,211
10/18/2024,291,a,0,9.694,53
10/18/2024,77,a,0,4.928,64
10/18/2024,112,e,0,7.425,35
10/18/2024,113,c,0,2.291,107
10/18/2024,155,a,0,7.285,167
10/18/2024,206,e,1,3.42,32
10/18/2024,93,d,1,2.657,57
10/18/2024,113,d,0,4.674,79
10/18/2024,79,c,0,3.612,107
10/18/2024,181,e,0,6.531,149
10/18/2024,46,b,1,0.31,194
10/18/2024,271,d,1,1.723,128
10/18/2024,53,b,0,1.804,84
10/18/2024,181,e,0,6.067,32
10/18/2024,169,b,1,3.458,132
10/18/2024,92,e,0,3.998,65
10/18/2024,106,c,0,0.348,40
10/18/2024,193,a,0,0.23,87
10/18/2024,90,d,1,3.694,38
10/18/2024,154,d,0,8.819,11
10/18/2024,242,b,0,2.272,115
10/18/2024,283,c,0,2.929,174
10/19/2024,39,d,1,8.063,180
10/19/2024,269,b,1,6.757,173
10/19/2024,123,e,1,3.348,144
10/19/2024,68,a,1,2.964,216
10/19/2024,244,d,0,5.647,169
10/19/2024,227,d,0,7.692,221
10/19/2024,225,e,0,5.112,16
10/19/2024,251,e,0,2.069,137
10/19/2024,180,b,0,5.066,51
10/19/2024,145,e,1,1.596,122
10/19/2024,141,a,0,5.997,126
10/19/2024,203,b,1,0.265,116
10/19/2024,178,d,1,0.148,144
10/19/2024,258,d,0,6.02,189
10/19/2024,203,d,0,7.098,87
10/19/2024,289,a,1,2.917,22
10/19/2024,286,e,0,9.02,61
10/19/2024,159,d,0,0.813,153
10/19/2024,163,d,0,2.494,74
10/19/2024,154,d,0,5.937,156
10/19/2024,211,e,1,3.525,215
10/19/2024,255,d,1,6.973,216
10/19/2024,252,a,1,7.567,45
10/19/2024,102,a,0,5.317,211
10/19/2024,108,b,1,5.332,173
10/19/2024,137,b,0,7.198,75
10/19/2024,127,e,0,1.202,121
10/19/2024,215,a,0,9.751,14
10/19/2024,172,c,1,0.773,14
10/19/2024,91,b,0,1.275,184
10/19/2024,298,d,0,4.485,198
10/19/2024,203,d,1,9.586,71
10/19/2024,182,c,1,3.778,69
10/19/2024,114,b,1,0.043,57
10/19/2024,254,a,0,1.939,82
10/19/2024,154,b,1,3.834,127
10/19/2024,146,a,0,3.694,125
10/19/2024,152,a,1,1.117,81
10/19/2024,258,c,0,9.196,23
10/19/2024,133,c,1,7.295,23
10/19/2024,189,c,1,1.968,39
10/19/2024,252,e,0,7.621,76
10/19/2024,292,c,1,8.202,134
10/19/2024,122,a,1,8.29,139
10/19/2024,48,b,0,5.757,58
10/19/2024,38,a,0,8.891,97
10/19/2024,259,a,1,1.843,7
10/19/2024,255,d,0,0.773,21
10/19/2024,204,e,1,3.501,118
10/19/2024,103,a,0,6.17,201
10/19/2024,101,c,1,1.227,74
10/19/2024,227,d,1,5.285,153
10/19/2024,214,a,0,0.18,98
10/19/2024,75,b,0,2.491,68
10/19/2024,165,c,1,1.939,154
10/19/2024,64,d,0,1.486,19
10/19/2024,270,d,1,2.088,120
10/19/2024,92,a,0,6.697,212
10/19/2024,141,d,1,0.187,93
10/19/2024,28,c,1,4.454,198
10/19/2024,197,d,0,4.428,66
10/19/2024,56,a,1,2.006,211
10/19/2024,63,d,0,1.14,206
10/19/2024,249,a,1,8.642,8
10/19/2024,283,b,0,2.284,120
10/19/2024,98,e,1,9.507,177
10/19/2024,166,d,0,9.624,133
10/19/2024,159,b,0,9.264,93
10/19/2024,253,c,0,6.419,182
10/19/2024,278,d,0,3.224,137
10/19/2024,53,b,1,5.015,196
10/19/2024,181,a,1,9.966,139
10/19/2024,177,e,1,2.847,83
10/19/2024,152,a,1,3.445,109
10/19/2024,228,d,0,4.16,98
10/19/2024,148,d,0,3.039,181
10/19/2024,97,c,1,9.791,176
10/19/2024,131,c,0,9.593,142
10/19/2024,253,d,1,2.503,191
10/19/2024,100,c,0,4.803,15
10/19/2024,142,a,1,0.45,36
10/19/2024,124,c,0,4.223,12
10/19/2024,53,e,0,1.228,52
10/19/2024,121,a,0,8.996,21
10/19/2024,99,c,1,7.031,90
10/19/2024,146,a,1,1.681,213
10/19/2024,85,d,0,2.59,174
10/19/2024,65,b,1,9.965,184
10/19/2024,196,c,1,9.197,76
10/19/2024,200,c,1,1.301,97
10/19/2024,230,b,1,5.719,6
10/19/2024,51,e,1,7.137,183
10/19/2024,135,c,1,3.318,191
10/19/2024,262,b,1,2.566,27
10/19/2024,74,b,1,1.696,212
10/19/2024,69,c,1,0.432,167
10/19/2024,266,d,1,4.852,76
10/19/2024,158,c,1,6.37,170
10/19/2024,238,d,1,3.167,85
10/19/2024,215,e,0,3.376,1
10/19/2024,100,b,0,1.425,116
10/19/2024,239,b,1,9.845,77
10/19/2024,26,c,1,1.927,194
10/19/2024,125,d,1,7.131,189
10/19/2024,269,c,0,8.629,129
10/19/2024,111,c,1,6.264,160
10/19/2024,150,b,0,0.406,111
10/19/2024,84,e,0,9.019,125
10/19/2024,197,e,0,2.175,149
10/19/2024,232,d,0,1.112,157
10/19/2024,129,a,1,2.942,195
10/19/2024,239,e,0,1.947,142
10/20/2024,262,a,0,4.179,167
10/20/2024,184,b,1,1.315,122
10/20/2024,266,c,1,2.196,112
10/20/2024,60,b,0,4.942,39
10/20/2024,154,c,0,2.641,195
10/20/2024,144,d,1,7.461,44
10/20/2024,51,d,0,0.56,87
10/20/2024,129,b,1,5.235,172
10/20/2024,135,d,0,6.521,7
10/20/2024,176,a,1,1.92,17
10/20/2024,152,a,0,9.031,139
10/20/2024,221,b,1,9.862,116
10/20/2024,54,b,0,4.152,179
10/20/2024,136,e,1,7.09,204
10/20/2024,227,b,1,9.669,152
10/20/2024,274,b,0,3.63,103
10/20/2024,117,b,1,1.487,21
10/20/2024,215,d,0,9.751,108
10/20/2024,34,c,0,0.284,135
10/20/2024,47,e,0,1.966,102
10/20/2024,292,e,1,9.417,70
10/20/2024,88,b,0,2.464,62
10/20/2024,187,b,0,8.033,202
10/20/2024,161,a,0,9.83,122
10/20/2024,133,d,1,1.801,207
10/20/2024,84,e,1,1.756,74
10/20/2024,71,b,1,2.141,9
10/20/2024,140,d,1,3.509,186
10/20/2024,69,b,1,0.928,52
10/20/2024,261,e,1,1.419,191
10/20/2024,165,a,0,7.792,169
10/20/2024,172,c,1,4.213,97
10/20/2024,138,c,0,3.303,54
10/20/2024,97,d,1,5.722,138
10/20/2024,28,c,1,9.958,149
10/20/2024,265,c,1,5.863,80
10/20/2024,215,d,1,1.909,135
10/20/2024,92,c,0,0.342,117
10/20/2024,126,c,0,4.648,76
10/20/2024,205,a,1,3.918,187
10/20/2024,29,c,0,1.257,8
10/20/2024,269,d,1,2.52,197
10/20/2024,144,c,0,6.58,11
10/20/2024,163,a,1,1.746,140
10/20/2024,288,e,0,9.94,204
10/20/2024,176,d,0,0.32,76
10/20/2024,114,a,1,4.483,67
10/20/2024,263,d,1,5.863,92
10/20/2024,24,e,0,1.284,3
10/20/2024,60,c,1,5.621,91
10/20/2024,146,b,0,4.177,75
10/20/2024,58,e,1,1.714,45
10/20/2024,187,e,0,8.883,212
10/20/2024,55,b,0,0.964,113
10/20/2024,257,e,1,8.034,142
10/20/2024,291,e,0,4.447,102
10/20/2024,102,b,1,3.231,101
10/20/2024,271,e,0,1.586,137
10/20/2024,176,e,0,6.922,27
10/20/2024,120,e,1,3.797,62
10/20/2024,272,c,0,0.915,182
10/20/2024,36,e,0,9.964,86
10/20/2024,49,a,0,2.978,27
10/20/2024,127,b,0,4.466,219
10/20/2024,297,e,1,4.405,191
10/20/2024,84,b,0,0.24,124
10/20/2024,33,c,0,8.952,41
10/20/2024,237,c,0,2.226,107
10/20/2024,173,c,0,4.414,1
10/20/2024,212,a,0,4.553,14
10/20/2024,32,d,1,3.544,183
10/20/2024,126,d,1,2.772,33
10/20/2024,134,b,1,0.213,10
10/20/2024,250,d,1,9.861,72
10/20/2024,286,c,1,9.793,135
10/20/2024,128,b,1,5.744,44
10/20/2024,270,b,0,0.943,40
10/20/2024,292,a,0,8.288,130
10/20/2024,292,d,0,0.585,215
10/20/2024,31,e,1,2.737,78
10/20/2024,93,e,0,8.72,124
10/20/2024,115,b,0,9.512,90
10/20/2024,164,a,0,6.385,195
10/20/2024,288,d,0,8.82,128
10/20/2024,286,b,0,3.13,185
10/20/2024,239,b,0,2.18,112
10/20/2024,67,a,1,5.449,70
10/20/2024,120,e,1,2.761,178
10/20/2024,196,d,0,5.762,90
10/20/2024,273,d,0,2.764,99
10/20/2024,154,b,1,5.014,102
10/20/2024,87,d,1,9.489,105
10/20/2024,224,c,0,3.2,70
10/20/2024,245,e,0,0.109,161
10/20/2024,191,a,1,4.422,138
10/20/2024,281,a,0,8.617,156
10/20/2024,186,a,1,4.926,211
10/20/2024,150,b,0,1.162,94
10/20/2024,119,a,0,5.424,114
10/20/2024,145,b,0,7.517,171
10/20/2024,161,e,1,9.388,115
10/20/2024,183,b,0,0.084,146
10/20/2024,74,e,0,4.804,14
10/20/2024,77,a,1,1.319,39
10/20/2024,59,c,0,4.695,75
10/20/2024,140,e,0,9.584,28
10/20/2024,293,d,0,3.519,120
10/20/2024,126,c,0,0.029,42
10/20/2024,115,d,1,1.479,118
10/20/2024,265,b,1,1.712,221
10/20/2024,293,a,1,0.385,2
10/20/2024,236,c,1,7.72,62
10/20/2024,267,e,1,8.204,71
10/20/2024,84,e,1,5.266,164
10/20/2024,97,b,1,8.926,78
10/20/2024,43,c,1,1.456,13
10/20/2024,37,c,0,4.347,156
10/20/2024,94,a,1,4.904,181
10/20/2024,180,c,0,0.522,40
10/20/2024,119,c,1,7.916,81
10/20/2024,289,b,0,4.128,100
10/20/2024,160,a,1,1.904,206
10/20/2024,200,a,1,5.938,83
10/20/2024,57,c,1,9.789,171
10/20/2024,167,c,0,2.278,56
10/20/2024,196,a,0,5.93,117
10/20/2024,244,b,1,9.666,161
10/20/2024,233,a,1,2.908,158
10/20/2024,136,c,1,2.524,45
10/20/2024,236,e,1,7.401,150
10/20/2024,27,e,1,5.866,64
10/20/2024,162,d,0,3.531,34
10/20/2024,72,e,1,3.306,82
10/20/2024,286,b,0,1.925,18
10/20/2024,60,c,1,9.929,35
10/20/2024,78,b,1,2.173,71
10/20/2024,58,b,0,6.831,221
10/20/2024,194,d,1,7.143,162
10/20/2024,224,a,1,0.073,137
10/20/2024,31,a,0,0.435,77
10/20/2024,146,a,1,4.7,162
10/20/2024,53,d,0,8.581,77
10/20/2024,36,b,0,5.777,47
10/20/2024,232,b,1,2.336,15
10/20/2024,161,c,1,3.623,31
10/20/2024,182,c,0,8.834,114
10/20/2024,42,a,1,3.196,182
10/20/2024,210,a,0,2.547,177
10/20/2024,276,e,0,8.143,108
10/20/2024,240,e,0,2.773,176
10/20/2024,165,c,1,6.602,154
10/20/2024,107,c,1,4.564,54
10/20/2024,128,b,0,3.673,57
10/20/2024,28,b,0,8.431,116
10/20/2024,201,b,0,4.949,197
10/20/2024,281,a,0,6.694,40
10/20/2024,54,b,1,4.467,37
10/20/2024,135,c,0,6.281,87
10/20/2024,177,d,0,2.843,163
10/20/2024,181,e,1,7.298,114
10/20/2024,262,c,0,1.819,43
10/20/2024,260,d,0,3.721,168
10/20/2024,102,d,1,1.787,183
10/20/2024,261,e,1,2.975,117
10/20/2024,176,a,0,5.539,180
10/20/2024,55,e,1,6.223,143
10/21/2024,151,e,0,9.87,118
10/21/2024,212,e,0,8.41,174
10/21/2024,278,a,0,4.16,7
10/21/2024,45,a,1,7.349,212
10/21/2024,240,a,0,2.38,129
10/21/2024,106,e,0,2.661,24
10/21/2024,83,d,1,3.892,98
10/21/2024,43,e,0,0.116,56
10/21/2024,170,b,0,8.358,140
10/21/2024,108,e,1,5.425,71
10/21/2024,141,e,0,6.683,197
10/21/2024,24,e,1,1.897,48
10/21/2024,232,c,0,6.914,56
10/21/2024,212,b,1,5.065,200
10/21/2024,97,b,0,6.686,77
10/21/2024,147,b,1,1.255,101
10/21/2024,83,c,0,9.356,154
10/21/2024,115,c,1,5.606,107
10/21/2024,134,b,0,3.932,151
10/21/2024,246,c,0,6.625,112
10/21/2024,236,e,1,4.543,25
10/21/2024,197,c,1,5.507,29
10/21/2024,294,b,0,3.876,177
10/21/2024,120,b,1,0.519,141
10/21/2024,286,c,0,3.317,196
10/21/2024,161,a,0,8.413,171
10/21/2024,294,c,0,7.607,100
10/21/2024,167,c,0,2.955,108
10/21/2024,56,d,0,2.587,99
10/21/2024,252,e,0,2.728,41
10/21/2024,292,c,1,6.815,50
10/21/2024,281,a,1,6.127,35
10/21/2024,156,e,0,7.249,110
10/21/2024,243,d,0,2.134,78
10/21/2024,192,b,1,6.588,183
10/21/2024,251,e,1,9.644,89
10/21/2024,285,e,0,0.492,70
10/21/2024,198,d,1,0.6,177
10/21/2024,195,a,0,4.298,155
10/21/2024,135,a,1,6.788,178
10/21/2024,189,e,0,4.805,24
10/21/2024,70,c,0,3.972,109
10/21/2024,112,d,1,5.222,186
10/21/2024,189,c,0,3.635,11
10/21/2024,46,d,1,3.861,53
10/21/2024,24,d,0,8.828,16
10/21/2024,39,d,1,3.052,22
10/21/2024,78,e,0,6.614,198
10/21/2024,231,c,1,6.259,16
10/21/2024,126,e,0,7.456,30
10/21/2024,230,d,0,1.542,182
10/21/2024,256,e,1,2.475,30
10/21/2024,259,c,0,0.662,122
10/21/2024,89,c,1,9.01,166
10/21/2024,39,d,1,0.65,6
10/21/2024,23,a,0,5.399,163
10/21/2024,79,c,1,2.277,189
10/21/2024,210,a,0,0.886,91
10/21/2024,273,c,1,4.125,181
10/22/2024,210,e,0,5.797,178
10/22/2024,228,b,0,7.593,21
10/22/2024,42,d,1,9.738,97
10/22/2024,186,d,1,2.402,151
10/22/2024,78,a,1,4.425,119
10/22/2024,71,e,0,2.183,25
10/22/2024,107,d,1,7.444,142
10/22/2024,33,e,1,1.807,218
10/22/2024,109,d,1,5.479,31
10/22/2024,252,d,1,7.46,103
10/22/2024,223,b,1,2.934,77
10/22/2024,171,b,0,8.412,75
10/22/2024,254,e,0,1.097,80
10/22/2024,224,a,0,3.943,134
10/22/2024,275,a,0,0.686,188
10/22/2024,191,e,0,1.464,113
10/22/2024,171,e,0,4.423,144
10/22/2024,223,a,0,1.656,101
10/22/2024,209,e,0,5.194,132
10/22/2024,48,d,1,4.499,127
10/22/2024,119,b,1,5.387,144
10/22/2024,160,c,1,4.187,204
10/22/2024,128,b,0,0.95,69
10/22/2024,240,e,1,5.821,134
10/22/2024,297,e,1,8.203,76
10/22/2024,136,c,0,7.279,177
10/22/2024,274,c,0,0.879,170
10/22/2024,183,a,1,5.657,56
10/22/2024,234,c,1,0.853,148
10/22/2024,32,c,1,1.149,193
10/22/2024,238,a,1,0.584,95
10/22/2024,112,d,0,2.386,97
10/22/2024,152,d,1,4.653,52
10/22/2024,142,e,1,2.325,153
10/22/2024,258,e,1,6.657,164
10/22/2024,151,e,0,5.838,206
10/22/2024,114,a,0,5.754,22
10/22/2024,216,d,1,8.909,115
10/22/2024,163,c,1,9.295,182
10/22/2024,235,b,0,6.776,23
10/22/2024,169,d,1,8.961,221
10/22/2024,282,d,1,8.562,110
10/22/2024,105,d,1,0.737,199
10/22/2024,22,a,1,1.048,172
10/22/2024,174,a,0,0.326,113
10/22/2024,118,b,0,4.147,107
10/22/2024,273,e,0,9.926,75
10/22/2024,265,b,0,6.064,186
10/22/2024,51,a,1,2.839,215
10/22/2024,81,d,1,7.912,221
10/22/2024,263,e,1,2.979,69
10/22/2024,238,e,0,9.88,153
10/22/2024,297,e,1,4.3,163
10/22/2024,216,b,1,3.115,84
10/22/2024,123,c,1,4.041,213
10/22/2024,71,e,1,1.226,18
10/22/2024,221,c,0,4.485,127
10/22/2024,138,a,1,1.623,190
10/22/2024,216,a,0,8.654,116
10/22/2024,189,a,0,6.619,144
10/22/2024,74,b,0,6.474,180
10/22/2024,108,c,1,9.621,93
10/22/2024,207,c,0,8.072,179
10/22/2024,133,d,1,5.433,46
10/22/2024,287,e,1,4.819,212
10/22/2024,252,c,1,3.234,32
10/22/2024,128,d,1,8.444,162
10/22/2024,186,e,1,4.153,220
10/22/2024,128,c,0,9.256,162
10/22/2024,145,a,1,1.913,100
10/22/2024,209,d,0,7.412,28
10/22/2024,87,b,1,1.732,198
10/22/2024,173,a,1,5.443,83
10/22/2024,174,a,1,9.649,103
10/22/2024,99,d,0,1.372,171
10/22/2024,40,d,1,9.775,14
10/22/2024,296,c,0,1.77,157
10/22/2024,27,c,1,9.198,180
10/22/2024,151,d,0,2.36,174
10/22/2024,165,b,1,6.559,7
10/22/2024,150,d,1,0.035,99
10/22/2024,43,c,0,8.567,170
10/22/2024,239,d,1,8.101,89
10/22/2024,118,d,0,4.583,154
10/22/2024,26,e,1,5.474,24
10/22/2024,296,b,1,5.454,107
10/22/2024,44,a,0,0.734,46
10/22/2024,24,b,0,2.107,169
10/22/2024,162,b,0,7.581,40
10/22/2024,291,d,1,1.89,206
10/22/2024,231,d,0,8.843,128
10/22/2024,268,c,1,6.695,5
10/22/2024,134,a,1,2.089,15
10/22/2024,83,e,0,1.5,171
10/22/2024,142,b,1,1.686,161
10/22/2024,272,d,1,2.995,118
10/22/2024,152,d,1,7.217,43
10/22/2024,129,b,0,8.443,177
10/22/2024,290,c,1,2.169,88
10/22/2024,80,e,0,6.022,20
10/22/2024,279,e,0,1.377,48
10/22/2024,299,e,1,9.199,106
10/22/2024,141,c,1,6.882,17
10/22/2024,283,e,0,2.74,6
10/22/2024,23,c,1,2.328,155
10/22/2024,168,e,0,7.756,210
10/22/2024,28,a,0,3.814,64
10/22/2024,239,a,0,3.056,47
10/22/2024,132,d,1,9.869,1
10/22/2024,298,a,1,6.425,124
10/22/2024,183,a,1,6.946,107
10/22/2024,28,e,0,1.164,24
10/22/2024,105,e,1,3.821,76
10/22/2024,142,c,1,7.933,76
10/22/2024,155,c,1,1.481,14
10/22/2024,32,a,1,6.315,146
10/22/2024,38,b,0,5.862,34
